Transcript_ID	Gene_ID	Architecture	Collapsed_Arch	Subclass	Combined_Subclasses	Arch_Type	OG_orig_ID	OG_orig_Size	OG	OG_Size	Fusion_Flag	Merged_Flag	Pair_Flag	PutPair_Flag	Truncated_Flag	Pseudogene_Flag	NoEvidence_Flag	CorBound_Flag	CorTrans_Flag	Misassembly_Flag	Delete_Flag	Mod_Flag	Note_Flag	Accession_Name	Origin	Seed_Collection	Sequencing_Facility	Population	Albugo_Phenotype	Assembly_Quality	Expression	Relict_Flag	TE_In_Exons	TE_In_Introns	TEs_2kb_Downstream	TEs_2kb_Upstream	Outlier
10015|T218-R1	10015|G218	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	88	0	0	0	1	0	0
10015|T221-R1	10015|G221	NB	NB	N	N	canonical	261	10	261.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	1	0
10015|T223-R1	10015|G223	Coil,NB	Coil,NB	CN	CN	canonical	197	26	197.1	23	0	0	0	1	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	1	0	0	0	1	1	0
10015|T224-R1	10015|G224	NB	NB	N	N	canonical	208	24	208.1	21	0	0	0	1	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	1	0
10015|T226-R1	10015|G226	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	69	63	69.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	6	0	0	1	0	1	0
10015|T229-R1	10015|G229	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	50	65	50.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	1	0	1	0
10015|T231-R1	10015|G231	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	20	69	20.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	98	0	0	0	0	0	0
10015|T234-R1	10015|G234	NB,LRR	NB,LRR	NL	NL	canonical	25	67	25.1	59	0	0	0	1	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	71	0	0	0	0	0	0
10015|T235-R1	10015|G235	Coil,NB,LRR,PF04548,PF07714	Coil,NB,LRR,PF04548,PF07714	CNLX	C(N,L)X	noncanonical	49	65	49.1	59	0	0	0	1	1	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	76	0	0	0	0	0	0
10015|T237-R1	10015|G237	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	181	34	181.3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	92	0	0	0	1	1	0
10015|T238-R1	10015|G238	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	134	54	134.11	9	0	1	0	0	0	0	0	1	0	0	0	0	1	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	25	0	0	0	1	0	0
10015|T240-R1	10015|G240	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	7	115	7.9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	96	0	0	0	0	0	0
10015|T245-R1	10015|G245	NB	NB	N	N	canonical	114	59	114.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	79	0	0	0	0	0	0
10015|T248-R1	10015|G248	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	85	62	85.1	57	0	0	0	1	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	88	0	0	0	0	0	0
10015|T249-R1	10015|G249	TIR,NB	TIR,NB	TN	TN	canonical	47	65	47.1	61	0	0	0	1	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	23	0	0	0	0	0	0
10015|T250-R1	10015|G250	TIR,NB	TIR,NB	TN	TN	canonical	111	59	111.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	0
10015|T252-R1	10015|G252	Coil,NB,LRR,Coil	Coil,NB,LRR	CNL	CNL	canonical	3	145	3.24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	97	0	0	0	1	0	0
10015|T254-R1	10015|G254	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	176	36	176.3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	83	0	0	0	1	1	0
10015|T256-R1	10015|G256	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	73	63	73.1	59	0	1	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	99	0	0	1	0	0	0
10015|T258-R1	10015|G258	NB,LRR	NB,LRR	NL	NL	canonical	10	95	10.5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	0	1	0	0
10015|T262-R1	10015|G262	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	127	56	127.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	88	0	0	0	0	0	0
10015|T267.1-R1	10015|G267.1	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	89	61	89.1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	0	0	0	0
10015|T269-R1	10015|G269	NB	NB	N	N	canonical	104	60	104.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	0	0	0	0
10015|T272.1-R1	10015|G272.1	RPW8,NB,PF00412,PF12315	RPW8,NB,PF00412,PF12315	RNX	R(C,N)X	noncanonical	117	58	117.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	18	0	0	0	0	0	0
10015|T274-R1	10015|G274	TIR,NB	TIR,NB	TN	TN	canonical	145	50	145.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	95	0	0	0	0	0	0
10015|T275-R1	10015|G275	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	125	57	125.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	2	0	0	0	0	0	0
10015|T278-R1	10015|G278	NB,LRR	NB,LRR	NL	NL	canonical	27	67	27.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	0	0	0	0
10015|T281-R1	10015|G281	Coil,NB	Coil,NB	CN	CN	canonical	15	80	15.6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	99	0	0	0	1	1	0
10015|T284-R1	10015|G284	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	37	66	37.1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	1	0	0	0	0	0	0
10015|T288-R1	10015|G288	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	7	115	7.7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	91	0	0	0	0	0	0
10015|T291-R1	10015|G291	Coil,NB,NB	Coil,NB	CN	CN	canonical	244	13	1580	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	99	0	0	0	0	0	1
10015|T296-R1	10015|G296	NB	NB	N	N	canonical	33	66	33.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	1	0	0	0
10015|T299-R1	10015|G299	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	128	55	128.1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	72	0	0	0	0	1	0
10015|T301.1-R1	10015|G301.1	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	64	63	64.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	4	0	0	0	1	0	0
10015|T301.2-R1	10015|G301.2	TIR	TIR	T	T(L)	canonical	118	58	118.1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	1	0
10015|T303-R2	10015|G303	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	36	66	36.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	92	0	0	0	0	0	0
10015|T307-R1	10015|G307	Coil,NB	Coil,NB	CN	CN	canonical	61	64	61.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	97	0	0	0	1	1	0
10015|T310-R1	10015|G310	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	97	61	97.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	12	0	0	0	0	0	0
10015|T315-R1	10015|G315	NB	NB	N	N	canonical	15	80	15.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	98	0	0	0	1	1	0
10015|T318-R1	10015|G318	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	59	64	59.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	1	1	0	0
10015|T321-R1	10015|G321	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	83	0	0	0	1	0	0
10015|T324-R1	10015|G324	Coil,NB	Coil,NB	CN	CN	canonical	6	122	6.17	14	0	1	0	0	0	0	0	0	1	0	0	0	1	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	1	0	0	0
10015|T330-R1	10015|G330	NB,NB,LRR	NB,LRR	NL	NL	canonical	65	63	65.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	21	0	0	0	0	1	0
10015|T333-R1	10015|G333	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	77	63	77.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	99	0	0	0	0	1	0
10015|T335-R1	10015|G335	NB,LRR	NB,LRR	NL	NL	canonical	17	71	17.3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	35	0	0	0	0	0	0
10015|T338-R1	10015|G338	TIR,NB	TIR,NB	TN	TN	canonical	166	40	166.1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	67	0	0	0	1	0	0
10015|T340-R1	10015|G340	TIR,NB	TIR,NB	TN	TN	canonical	40	66	40.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	0
10015|T342-R1	10015|G342	PF00635,PF00635,TIR	PF00635,TIR	TX	T(N,L)X	noncanonical	169	39	169.1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	58	0	0	0	0	1	0
10015|T344-R1	10015|G344	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	63	64	1233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	13	0	0	0	0	0	1
10015|T347-R1	10015|G347	TIR	TIR	T	T(L)	canonical	62	64	62.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	0	0
10015|T348-R1	10015|G348	TIR	TIR	T	T(L)	canonical	51	65	51.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	1	0
10015|T349-R1	10015|G349	TIR	TIR	T	T(L)	canonical	185	33	185.1	30	0	0	0	0	0	0	0	0	0	0	0	0	1	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	0
10015|T350.1-R1	10015|G350.1	NB	NB	N	N	canonical	188	32	794	32	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	0
10015|T350.2-R1	10015|G350.2	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	3	145	3.23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	96	0	0	0	0	0	0
10015|T352-R1	10015|G352	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	175	37	175.1	34	0	0	0	0	0	0	0	0	0	0	0	0	1	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	0
10015|T355-R1	10015|G355	Coil,NB	Coil,NB	CN	CN	canonical	14	82	14.1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	45	0	0	0	1	0	0
10015|T357-R1	10015|G357	NB	NB	N	N	canonical	135	54	135.1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	14	0	1	0	1	1	0
10015|T360-R1	10015|G360	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	28	66	28.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	98	0	0	0	0	0	0
10015|T363-R1	10015|G363	TIR	TIR	T	T(L)	canonical	158	44	158.1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	0	0
10015|T364-R1	10015|G364	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	44	65	44.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	24	0	0	0	1	0	0
10015|T366-R1	10015|G366	TIR,NB	TIR,NB	TN	TN	canonical	146	50	146.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	34	0	0	0	1	0	0
10015|T371-R1	10015|G371	NB	NB	N	N	canonical	139	52	139.1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	69	0	0	0	0	0	0
10015|T375-R1	10015|G375	Coil,NB	Coil,NB	CN	CN	canonical	252	12	252.1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	96	0	0	0	1	0	0
10015|T376-R1	10015|G376	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	48	65	48.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	12	0	0	0	1	0	0
10015|T377-R1	10015|G377	TIR	TIR	T	T(L)	canonical	19	70	19.1	61	0	0	0	0	1	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	51	0	0	0	1	0	0
10015|T379-R1	10015|G379	TIR,NB,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	39	66	39.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	99	0	0	0	0	0	0
10015|T380-R1	10015|G380	TIR	TIR	T	T(L)	canonical	98	61	98.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	1	0	1	0	0
10015|T382-R1	10015|G382	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	35	66	35.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	0	0	0	0
10015|T385-R1	10015|G385	TIR,NB,PF08381,PF08381	TIR,NB,PF08381	TNX	T(N,L)X	noncanonical	154	46	154.1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	82	0	0	1	1	0	0
10015|T386-R1	10015|G386	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	210	23	210.1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	1	0
10015|T389.2-R1	10015|G389.2	Coil,NB	Coil,NB	CN	CN	canonical	56	64	56.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	100	0	0	0	0	0	0
10015|T392-R1	10015|G392	TIR	TIR	T	T(L)	canonical	123	57	123.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	0	0
10015|T393-R1	10015|G393	TIR	TIR	T	T(L)	canonical	29	66	1235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	1	1
10015|T395-R1	10015|G395	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	55	64	55.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	85	0	0	0	1	1	0
10015|T396-R1	10015|G396	Coil,NB	Coil,NB	CN	CN	canonical	263	9	263.1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	32	0	0	0	1	1	0
10015|T398-R1	10015|G398	TIR,NB	TIR,NB	TN	TN	canonical	284	7	284.1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	30	0	0	0	0	0	0
10015|T400-R1	10015|G400	Coil,NB	Coil,NB	CN	CN	canonical	101	61	101.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	99	0	0	0	0	0	0
10015|T406-R1	10015|G406	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	60	64	60.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	1	0	1	0	0
10015|T410-R1	10015|G410	TIR,PF14299	TIR,PF14299	TX	T(N,L)X	noncanonical	95	61	95.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	76	0	0	0	1	1	0
10015|T413-R1	10015|G413	TIR,PF04859,PF04859,Coil	TIR,PF04859,Coil	TX	T(N,L)X	noncanonical	124	57	1544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	31	0	0	1	0	1	1
10015|T418-R1	10015|G418	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	8	101	8.2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	69	0	0	0	0	0	0
10015|T422-R1	10015|G422	NB,LRR	NB,LRR	NL	NL	canonical	53	64	53.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	1	0
10015|T424.2-R1	10015|G424.2	TIR	TIR	T	T(L)	canonical	121	57	121.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	48	0	0	0	1	0	0
10015|T430-R1	10015|G430	TIR,TIR	TIR	T	T(L)	canonical	52	64	52.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	12	0	0	0	0	0	0
10015|T437-R1	10015|G437	NB	NB	N	N	canonical	126	56	126.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	46	0	0	0	0	1	0
10015|T446-R1	10015|G446	NB	NB	N	N	canonical	12	86	12.6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	17	0	0	0	1	1	0
10015|T448-R1	10015|G448	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	83	62	83.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	63	0	0	0	0	0	0
10015|T450-R1	10015|G450	TIR	TIR	T	T(L)	canonical	119	58	1167	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	1
10015|T456-R1	10015|G456	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	152	48	152.1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	61	0	0	0	0	0	0
10015|T458-R1	10015|G458	Coil,NB	Coil,NB	CN	CN	canonical	237	16	237.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	0	0
10015|T459-R1	10015|G459	TIR	TIR	T	T(L)	canonical	45	65	45.5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	0	0
10015|T466-R1	10015|G466	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	110	59	110.1	54	0	0	0	0	1	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	56	0	0	0	0	0	0
10015|T470-R1	10015|G470	NB	NB	N	N	canonical	93	61	93.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	0	0	0
10015|T475-R1	10015|G475	TIR	TIR	T	T(L)	canonical	194	29	194.1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	0	0
10015|T485-R1	10015|G485	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	92	61	1445	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	6	0	0	0	0	0	1
10015|T491-R1	10015|G491	RPW8	RPW8	R	R(C)	canonical	129	55	129.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	AFG	OTHER	MPI/MPGC_Cologne	asia	GS	37.5979	0	0	0	0	1	1	0
108|T026-R1	108|G026	TIR,NB,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	4	130	4.8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	97	0	0	0	0	0	0
108|T028-R1	108|G028	NB,LRR,LRR	NB,LRR	NL	NL	canonical	16	71	16.3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	86	0	0	0	1	0	0
108|T029-R1	108|G029	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	16	71	16.2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	88	0	0	0	0	1	0
108|T030-R1	108|G030	TIR,NB,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	4	130	4.11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	97	0	0	0	0	0	0
108|T033-R1	108|G033	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	16	71	16.11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	94	0	0	0	0	0	0
108|T034-R1	108|G034	TIR,NB,LRR,TIR	TIR,NB,LRR	TNL	TNL	canonical	178	35	178.3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	37	0	0	0	1	0	0
108|T037-R1	108|G037	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	4	130	4.16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	96	0	0	1	0	1	0
108|T039-R1	108|G039	TIR,NB	TIR,NB	TN	TN	canonical	163	41	1291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	LDV-18	FRA	OTHER	MPI/MPGC_Cologne	western_europe	GS	35.3142	44	0	0	0	1	0	1
